Unnamed: 0,trans_date_trans_time,cc_num,merchant,category,amt,first,last,gender,street,city,state,zip,lat,long,city_pop,job,dob,trans_num,unix_time,merch_lat,merch_long,is_fraud,merch_zipcode,date,Month,Year,DayOfWeek,IsWeekend,month_num,year,quarter,hour,day_of_week,is_weekend,amt_log,month_str
7597,2019-01-05 23:16:48,571365235126,fraud_Welch Inc,Misc_Net,8.55,Barbara,Taylor,F,0069 Robin Brooks Apt. 695,Elberta,MI,49628.0,44.5995,-86.2141,372.0,"Exhibitions officer, museum/gallery",1995-07-12,f37c949bbdc8addd1e2e4fb30ab8f8c0,1325805408.0,44.650707,-86.180953,0.0,49635.0,2019-01-05 23:16:48,2019-01,2019.0,Saturday,True,1,2019,1,23,5,1,2.256541154492639,Jan 2019
7928,2019-01-06 04:00:59,571365235126,fraud_Bernhard Inc,Gas_Transport,90.35,Barbara,Taylor,F,0069 Robin Brooks Apt. 695,Elberta,MI,49628.0,44.5995,-86.2141,372.0,"Exhibitions officer, museum/gallery",1995-07-12,effd2a3df1567c420686d95fbeb37d13,1325822459.0,45.020832,-86.319002,0.0,46825.85207232303,2019-01-06 04:00:59,2019-01,2019.0,Sunday,True,1,2019,1,4,6,1,4.514698282824016,Jan 2019
7964,2019-01-06 04:35:32,571365235126,fraud_Conroy-Cruickshank,Gas_Transport,54.21,Barbara,Taylor,F,0069 Robin Brooks Apt. 695,Elberta,MI,49628.0,44.5995,-86.2141,372.0,"Exhibitions officer, museum/gallery",1995-07-12,04073ba960e77dd2bf225199c14381ed,1325824532.0,45.126031,-86.21211600000001,0.0,49654.0,2019-01-06 04:35:32,2019-01,2019.0,Sunday,True,1,2019,1,4,6,1,4.011144096295953,Jan 2019
8117,2019-01-06 06:46:46,571365235126,fraud_Corwin-Gorczany,Misc_Net,107.54,Barbara,Taylor,F,0069 Robin Brooks Apt. 695,Elberta,MI,49628.0,44.5995,-86.2141,372.0,"Exhibitions officer, museum/gallery",1995-07-12,a78a2552248857e47d7a6218d3905b51,1325832406.0,44.001378,-87.153061,0.0,46825.85207232303,2019-01-06 06:46:46,2019-01,2019.0,Sunday,True,1,2019,1,6,6,1,4.6871187686352584,Jan 2019
8322,2019-01-06 09:59:35,571365235126,fraud_Mraz-Herzog,Gas_Transport,63.4,Barbara,Taylor,F,0069 Robin Brooks Apt. 695,Elberta,MI,49628.0,44.5995,-86.2141,372.0,"Exhibitions officer, museum/gallery",1995-07-12,01debf86f68e7fb4d2e34edde33285b1,1325843975.0,44.720379,-86.892104,0.0,46825.85207232303,2019-01-06 09:59:35,2019-01,2019.0,Sunday,True,1,2019,1,9,6,1,4.165113633110308,Jan 2019
8343,2019-01-06 10:17:22,571365235126,fraud_McDermott-Weimann,Grocery_Pos,116.0,Barbara,Taylor,F,0069 Robin Brooks Apt. 695,Elberta,MI,49628.0,44.5995,-86.2141,372.0,"Exhibitions officer, museum/gallery",1995-07-12,eff550dc0007ccd24aea0b5d9cd0cb2f,1325845042.0,45.026628,-85.687638,0.0,49682.0,2019-01-06 10:17:22,2019-01,2019.0,Sunday,True,1,2019,1,10,6,1,4.762173934797756,Jan 2019
8354,2019-01-06 10:26:48,571365235126,fraud_Padberg-Welch,Grocery_Pos,108.04,Barbara,Taylor,F,0069 Robin Brooks Apt. 695,Elberta,MI,49628.0,44.5995,-86.2141,372.0,"Exhibitions officer, museum/gallery",1995-07-12,2cc128ede159ce4ca19b9e9b734b0442,1325845608.0,44.670623,-86.149046,0.0,49635.0,2019-01-06 10:26:48,2019-01,2019.0,Sunday,True,1,2019,1,10,6,1,4.691714787388277,Jan 2019
8559,2019-01-06 13:02:46,571365235126,"fraud_O'Connell, Botsford and Hand",Home,4.37,Barbara,Taylor,F,0069 Robin Brooks Apt. 695,Elberta,MI,49628.0,44.5995,-86.2141,372.0,"Exhibitions officer, museum/gallery",1995-07-12,c695cc639989033f96c916bd9c607596,1325854966.0,43.967521000000005,-86.017337,0.0,49402.0,2019-01-06 13:02:46,2019-01,2019.0,Sunday,True,1,2019,1,13,6,1,1.6808279085207734,Jan 2019
10035,2019-01-07 04:15:11,571365235126,fraud_Kling Inc,Gas_Transport,55.71,Barbara,Taylor,F,0069 Robin Brooks Apt. 695,Elberta,MI,49628.0,44.5995,-86.2141,372.0,"Exhibitions officer, museum/gallery",1995-07-12,77c19a6515fcfa02ff2942e173fd41b7,1325909711.0,44.627253,-86.670905,0.0,46825.85207232303,2019-01-07 04:15:11,2019-01,2019.0,Monday,False,1,2019,1,4,0,0,4.037950562025936,Jan 2019
10153,2019-01-07 05:47:26,571365235126,fraud_Padberg-Welch,Grocery_Pos,88.52,Barbara,Taylor,F,0069 Robin Brooks Apt. 695,Elberta,MI,49628.0,44.5995,-86.2141,372.0,"Exhibitions officer, museum/gallery",1995-07-12,dde9735fa217ec217ca08738d2c99053,1325915246.0,43.964605,-86.191299,0.0,49405.0,2019-01-07 05:47:26,2019-01,2019.0,Monday,False,1,2019,1,5,0,0,4.494462064003669,Jan 2019
10459,2019-01-07 09:47:31,571365235126,"fraud_Schultz, Simonis and Little",Grocery_Pos,126.74,Barbara,Taylor,F,0069 Robin Brooks Apt. 695,Elberta,MI,49628.0,44.5995,-86.2141,372.0,"Exhibitions officer, museum/gallery",1995-07-12,f8bc3ea859d4978ed54eeddc930c5eaa,1325929651.0,45.399249,-86.054512,0.0,46825.85207232303,2019-01-07 09:47:31,2019-01,2019.0,Monday,False,1,2019,1,9,0,0,4.849996948133443,Jan 2019
12465,2019-01-08 04:37:54,571365235126,fraud_Ledner-Pfannerstill,Gas_Transport,34.5,Barbara,Taylor,F,0069 Robin Brooks Apt. 695,Elberta,MI,49628.0,44.5995,-86.2141,372.0,"Exhibitions officer, museum/gallery",1995-07-12,d3fca43288302a53c7956a54075300cf,1325997474.0,43.803265,-85.354515,0.0,49639.0,2019-01-08 04:37:54,2019-01,2019.0,Tuesday,False,1,2019,1,4,1,0,3.56953269648137,Jan 2019
12704,2019-01-08 07:59:45,571365235126,"fraud_Goldner, Kovacek and Abbott",Grocery_Pos,101.49,Barbara,Taylor,F,0069 Robin Brooks Apt. 695,Elberta,MI,49628.0,44.5995,-86.2141,372.0,"Exhibitions officer, museum/gallery",1995-07-12,98794be8b81b8ddb6418d30da6e6057a,1326009585.0,44.005291,-85.809853,0.0,49656.0,2019-01-08 07:59:45,2019-01,2019.0,Tuesday,False,1,2019,1,7,1,0,4.6297652328434715,Jan 2019
12716,2019-01-08 08:05:55,571365235126,fraud_Huel-Langworth,Misc_Net,324.23,Barbara,Taylor,F,0069 Robin Brooks Apt. 695,Elberta,MI,49628.0,44.5995,-86.2141,372.0,"Exhibitions officer, museum/gallery",1995-07-12,70eb50dbd7380658317ee1ea985f18cf,1326009955.0,45.490258,-86.51726500000001,0.0,46825.85207232303,2019-01-08 08:05:55,2019-01,2019.0,Tuesday,False,1,2019,1,8,1,0,5.78453262434131,Jan 2019
13243,2019-01-08 13:52:13,571365235126,fraud_Heathcote LLC,Shopping_Net,8.56,Barbara,Taylor,F,0069 Robin Brooks Apt. 695,Elberta,MI,49628.0,44.5995,-86.2141,372.0,"Exhibitions officer, museum/gallery",1995-07-12,3b1cb3fa39872d66d11091a186fe9fe3,1326030733.0,44.325944,-86.215905,0.0,49675.0,2019-01-08 13:52:13,2019-01,2019.0,Tuesday,False,1,2019,1,13,1,0,2.25758772706331,Jan 2019
13426,2019-01-08 15:37:31,571365235126,"fraud_Zboncak, Rowe and Murazik",Shopping_Net,5.32,Barbara,Taylor,F,0069 Robin Brooks Apt. 695,Elberta,MI,49628.0,44.5995,-86.2141,372.0,"Exhibitions officer, museum/gallery",1995-07-12,ee0b86ed2f198ccf8a6e1434104d05e9,1326037051.0,43.64106,-85.68097399999999,0.0,49349.0,2019-01-08 15:37:31,2019-01,2019.0,Tuesday,False,1,2019,1,15,1,0,1.843719208158766,Jan 2019
13545,2019-01-08 16:41:31,571365235126,fraud_Schroeder Group,Health_Fitness,23.37,Barbara,Taylor,F,0069 Robin Brooks Apt. 695,Elberta,MI,49628.0,44.5995,-86.2141,372.0,"Exhibitions officer, museum/gallery",1995-07-12,2c6b021cdba9683c21f33af043920170,1326040891.0,45.39171,-85.236188,0.0,49720.0,2019-01-08 16:41:31,2019-01,2019.0,Tuesday,False,1,2019,1,16,1,0,3.193352867637115,Jan 2019
13595,2019-01-08 17:02:34,571365235126,fraud_Boyer PLC,Misc_Pos,179.13,Barbara,Taylor,F,0069 Robin Brooks Apt. 695,Elberta,MI,49628.0,44.5995,-86.2141,372.0,"Exhibitions officer, museum/gallery",1995-07-12,7e749480e277ef3b7212c9cfcef3acd6,1326042154.0,45.582471000000005,-86.962058,0.0,46825.85207232303,2019-01-08 17:02:34,2019-01,2019.0,Tuesday,False,1,2019,1,17,1,0,5.193678812435467,Jan 2019
13786,2019-01-08 18:41:28,571365235126,fraud_Schuppe LLC,Entertainment,221.08,Barbara,Taylor,F,0069 Robin Brooks Apt. 695,Elberta,MI,49628.0,44.5995,-86.2141,372.0,"Exhibitions officer, museum/gallery",1995-07-12,036dd3127c33a296ef9337c0f2ffc258,1326048088.0,45.161705,-86.374125,0.0,46825.85207232303,2019-01-08 18:41:28,2019-01,2019.0,Tuesday,False,1,2019,1,18,1,0,5.40303767731844,Jan 2019
14954,2019-01-09 13:48:05,571365235126,"fraud_Runolfsdottir, Mueller and Hand",Entertainment,35.31,Barbara,Taylor,F,0069 Robin Brooks Apt. 695,Elberta,MI,49628.0,44.5995,-86.2141,372.0,"Exhibitions officer, museum/gallery",1995-07-12,210c2a8ab75418429b3faa02a2763539,1326116885.0,44.252219,-85.785821,0.0,49638.0,2019-01-09 13:48:05,2019-01,2019.0,Wednesday,False,1,2019,1,13,2,0,3.5920931854262443,Jan 2019
15246,2019-01-09 18:34:49,571365235126,fraud_Williamson LLC,Misc_Pos,6.85,Barbara,Taylor,F,0069 Robin Brooks Apt. 695,Elberta,MI,49628.0,44.5995,-86.2141,372.0,"Exhibitions officer, museum/gallery",1995-07-12,8156a77a97392fd16343b73e5d856fab,1326134089.0,45.262879,-86.64483,0.0,46825.85207232303,2019-01-09 18:34:49,2019-01,2019.0,Wednesday,False,1,2019,1,18,2,0,2.060513531794317,Jan 2019
15849,2019-01-10 07:31:23,571365235126,"fraud_Mosciski, Gislason and Mertz",Grocery_Pos,108.18,Barbara,Taylor,F,0069 Robin Brooks Apt. 695,Elberta,MI,49628.0,44.5995,-86.2141,372.0,"Exhibitions officer, museum/gallery",1995-07-12,fc35e64b2f777b95fa43410bbe20b688,1326180683.0,44.877628,-87.044214,0.0,46825.85207232303,2019-01-10 07:31:23,2019-01,2019.0,Thursday,False,1,2019,1,7,3,0,4.692997896353612,Jan 2019
16554,2019-01-10 20:04:38,571365235126,fraud_Sporer-Keebler,Personal_Care,6.74,Barbara,Taylor,F,0069 Robin Brooks Apt. 695,Elberta,MI,49628.0,44.5995,-86.2141,372.0,"Exhibitions officer, museum/gallery",1995-07-12,d8cfe223a4445ee3e84eb4fcf5f47c42,1326225878.0,45.084474,-86.663742,0.0,46825.85207232303,2019-01-10 20:04:38,2019-01,2019.0,Thursday,False,1,2019,1,20,3,0,2.046401687601636,Jan 2019
16906,2019-01-11 01:40:33,571365235126,"fraud_Rowe, Batz and Goodwin",Grocery_Pos,74.63,Barbara,Taylor,F,0069 Robin Brooks Apt. 695,Elberta,MI,49628.0,44.5995,-86.2141,372.0,"Exhibitions officer, museum/gallery",1995-07-12,e56979379762ae3c8b6548d44cfd8574,1326246033.0,45.410611,-85.751049,0.0,46825.85207232303,2019-01-11 01:40:33,2019-01,2019.0,Friday,False,1,2019,1,1,4,0,4.325853029867938,Jan 2019
16933,2019-01-11 02:18:31,571365235126,"fraud_Mosciski, Gislason and Mertz",Grocery_Pos,78.16,Barbara,Taylor,F,0069 Robin Brooks Apt. 695,Elberta,MI,49628.0,44.5995,-86.2141,372.0,"Exhibitions officer, museum/gallery",1995-07-12,5f8b1ccb5f7c4c2a00331f655c36b04d,1326248311.0,43.957281,-85.668856,0.0,49656.0,2019-01-11 02:18:31,2019-01,2019.0,Friday,False,1,2019,1,2,4,0,4.371471120734365,Jan 2019
17020,2019-01-11 04:03:04,571365235126,fraud_Miller-Harris,Misc_Net,5.55,Barbara,Taylor,F,0069 Robin Brooks Apt. 695,Elberta,MI,49628.0,44.5995,-86.2141,372.0,"Exhibitions officer, museum/gallery",1995-07-12,b612763771121cfda7b0038c5d552c63,1326254584.0,45.451181,-86.257999,0.0,46825.85207232303,2019-01-11 04:03:04,2019-01,2019.0,Friday,False,1,2019,1,4,4,0,1.8794650496471605,Jan 2019
17037,2019-01-11 04:23:09,571365235126,"fraud_Christiansen, Goyette and Schamberger",Gas_Transport,45.75,Barbara,Taylor,F,0069 Robin Brooks Apt. 695,Elberta,MI,49628.0,44.5995,-86.2141,372.0,"Exhibitions officer, museum/gallery",1995-07-12,d49213b8a8676ea44dfa77a0a2b99180,1326255789.0,44.304778000000006,-86.889997,0.0,46825.85207232303,2019-01-11 04:23:09,2019-01,2019.0,Friday,False,1,2019,1,4,4,0,3.844814255734696,Jan 2019
17088,2019-01-11 05:25:05,571365235126,"fraud_Raynor, Feest and Miller",Gas_Transport,48.39,Barbara,Taylor,F,0069 Robin Brooks Apt. 695,Elberta,MI,49628.0,44.5995,-86.2141,372.0,"Exhibitions officer, museum/gallery",1995-07-12,c9784e4d9aa81890dfc2a1eaadfcd1b7,1326259505.0,44.763242,-85.617676,0.0,49685.0,2019-01-11 05:25:05,2019-01,2019.0,Friday,False,1,2019,1,5,4,0,3.8997479745525334,Jan 2019
17348,2019-01-11 10:13:07,571365235126,fraud_Friesen-Stamm,Gas_Transport,61.92,Barbara,Taylor,F,0069 Robin Brooks Apt. 695,Elberta,MI,49628.0,44.5995,-86.2141,372.0,"Exhibitions officer, museum/gallery",1995-07-12,f1fd3db9baa4d45d1fe51784c72b1eee,1326276787.0,44.709382,-85.910729,0.0,49650.0,2019-01-11 10:13:07,2019-01,2019.0,Friday,False,1,2019,1,10,4,0,4.1418640781900775,Jan 2019
17597,2019-01-11 14:30:56,571365235126,"fraud_Cormier, Stracke and Thiel",Entertainment,159.63,Barbara,Taylor,F,0069 Robin Brooks Apt. 695,Elberta,MI,49628.0,44.5995,-86.2141,372.0,"Exhibitions officer, museum/gallery",1995-07-12,4f9735d342771674051e615cf108075a,1326292256.0,44.386388,-85.809003,0.0,49668.0,2019-01-11 14:30:56,2019-01,2019.0,Friday,False,1,2019,1,14,4,0,5.079103583569675,Jan 2019
17680,2019-01-11 15:39:47,571365235126,fraud_Watsica LLC,Personal_Care,12.93,Barbara,Taylor,F,0069 Robin Brooks Apt. 695,Elberta,MI,49628.0,44.5995,-86.2141,372.0,"Exhibitions officer, museum/gallery",1995-07-12,c3c3095fdf92c06bdb846667b8b5e851,1326296387.0,44.208025,-87.013239,0.0,46825.85207232303,2019-01-11 15:39:47,2019-01,2019.0,Friday,False,1,2019,1,15,4,0,2.6340447877917144,Jan 2019
17891,2019-01-11 18:48:56,571365235126,"fraud_Cronin, Kshlerin and Weber",Health_Fitness,62.18,Barbara,Taylor,F,0069 Robin Brooks Apt. 695,Elberta,MI,49628.0,44.5995,-86.2141,372.0,"Exhibitions officer, museum/gallery",1995-07-12,4bbb55c152e08e332764a596205e461b,1326307736.0,45.524385,-86.53712800000001,0.0,46825.85207232303,2019-01-11 18:48:56,2019-01,2019.0,Friday,False,1,2019,1,18,4,0,4.145987795373939,Jan 2019
18391,2019-01-12 02:46:00,571365235126,fraud_Friesen-D'Amore,Gas_Transport,56.79,Barbara,Taylor,F,0069 Robin Brooks Apt. 695,Elberta,MI,49628.0,44.5995,-86.2141,372.0,"Exhibitions officer, museum/gallery",1995-07-12,b60988e721124495040f0846b78d4bbd,1326336360.0,44.577525,-86.372334,0.0,49635.0,2019-01-12 02:46:00,2019-01,2019.0,Saturday,True,1,2019,1,2,5,1,4.056815750329687,Jan 2019
20801,2019-01-13 15:21:14,571365235126,fraud_Boyer PLC,Misc_Pos,8.15,Barbara,Taylor,F,0069 Robin Brooks Apt. 695,Elberta,MI,49628.0,44.5995,-86.2141,372.0,"Exhibitions officer, museum/gallery",1995-07-12,700b0bcc99b1a5ed1d82547ad4356edf,1326468074.0,43.89783,-85.887597,0.0,49304.0,2019-01-13 15:21:14,2019-01,2019.0,Sunday,True,1,2019,1,15,6,1,2.21375387928743,Jan 2019
20926,2019-01-13 16:33:27,571365235126,"fraud_Mueller, Gerhold and Mueller",Health_Fitness,33.7,Barbara,Taylor,F,0069 Robin Brooks Apt. 695,Elberta,MI,49628.0,44.5995,-86.2141,372.0,"Exhibitions officer, museum/gallery",1995-07-12,5e9c94ef5e51044616b70d3010e156f6,1326472407.0,44.582382,-85.31424799999999,0.0,49633.0,2019-01-13 16:33:27,2019-01,2019.0,Sunday,True,1,2019,1,16,6,1,3.5467396869528134,Jan 2019
21002,2019-01-13 17:22:21,571365235126,"fraud_Monahan, Bogisich and Ledner",Misc_Pos,1.48,Barbara,Taylor,F,0069 Robin Brooks Apt. 695,Elberta,MI,49628.0,44.5995,-86.2141,372.0,"Exhibitions officer, museum/gallery",1995-07-12,1c1307927e8455fff4519c1eff63de30,1326475341.0,44.620708,-87.10815699999999,0.0,46825.85207232303,2019-01-13 17:22:21,2019-01,2019.0,Sunday,True,1,2019,1,17,6,1,0.9082585601768908,Jan 2019
22061,2019-01-14 04:16:50,571365235126,fraud_Emmerich-Luettgen,Grocery_Net,71.54,Barbara,Taylor,F,0069 Robin Brooks Apt. 695,Elberta,MI,49628.0,44.5995,-86.2141,372.0,"Exhibitions officer, museum/gallery",1995-07-12,fe4e9fa549d56f19960ea4695f92827e,1326514610.0,43.863436,-86.65674399999999,0.0,46825.85207232303,2019-01-14 04:16:50,2019-01,2019.0,Monday,False,1,2019,1,4,0,0,4.284138133854756,Jan 2019
22816,2019-01-14 13:39:30,571365235126,fraud_Ratke and Sons,Health_Fitness,420.65,Barbara,Taylor,F,0069 Robin Brooks Apt. 695,Elberta,MI,49628.0,44.5995,-86.2141,372.0,"Exhibitions officer, museum/gallery",1995-07-12,2f8661653331a8281eed5bf245b903f8,1326548370.0,44.444075,-85.480231,0.0,49663.0,2019-01-14 13:39:30,2019-01,2019.0,Monday,False,1,2019,1,13,0,0,6.044175586020651,Jan 2019
23309,2019-01-14 17:27:07,571365235126,fraud_Hirthe-Beier,Health_Fitness,65.98,Barbara,Taylor,F,0069 Robin Brooks Apt. 695,Elberta,MI,49628.0,44.5995,-86.2141,372.0,"Exhibitions officer, museum/gallery",1995-07-12,53a97635dc3e56676da258efe92f0a0b,1326562027.0,45.06045,-86.93924100000001,0.0,46825.85207232303,2019-01-14 17:27:07,2019-01,2019.0,Monday,False,1,2019,1,17,0,0,4.204394067366058,Jan 2019
23513,2019-01-14 19:04:13,571365235126,fraud_Fisher Inc,Shopping_Net,1.37,Barbara,Taylor,F,0069 Robin Brooks Apt. 695,Elberta,MI,49628.0,44.5995,-86.2141,372.0,"Exhibitions officer, museum/gallery",1995-07-12,5d2f281065a57b96c3e7d791c79a1730,1326567853.0,43.961667,-85.427137,0.0,49655.0,2019-01-14 19:04:13,2019-01,2019.0,Monday,False,1,2019,1,19,0,0,0.8628899551470398,Jan 2019
24397,2019-01-15 03:23:14,571365235126,fraud_Cassin-Harvey,Grocery_Net,53.41,Barbara,Taylor,F,0069 Robin Brooks Apt. 695,Elberta,MI,49628.0,44.5995,-86.2141,372.0,"Exhibitions officer, museum/gallery",1995-07-12,f507a531b7741403db51fdb6acedfc0f,1326597794.0,44.877198,-86.94465500000001,0.0,46825.85207232303,2019-01-15 03:23:14,2019-01,2019.0,Tuesday,False,1,2019,1,3,1,0,3.996547960497834,Jan 2019
25454,2019-01-15 15:36:33,571365235126,fraud_Ziemann-Waters,Health_Fitness,7.47,Barbara,Taylor,F,0069 Robin Brooks Apt. 695,Elberta,MI,49628.0,44.5995,-86.2141,372.0,"Exhibitions officer, museum/gallery",1995-07-12,a1e142098f2fe76f6cfb53ba32f58f8f,1326641793.0,44.888079,-85.929771,0.0,49636.0,2019-01-15 15:36:33,2019-01,2019.0,Tuesday,False,1,2019,1,15,1,0,2.136530508663963,Jan 2019
25612,2019-01-15 16:59:12,571365235126,fraud_Swift PLC,Kids_Pets,19.84,Barbara,Taylor,F,0069 Robin Brooks Apt. 695,Elberta,MI,49628.0,44.5995,-86.2141,372.0,"Exhibitions officer, museum/gallery",1995-07-12,848aac5382f1d022c1f1ee1bbefdf1ea,1326646752.0,44.495336,-86.86368,0.0,46825.85207232303,2019-01-15 16:59:12,2019-01,2019.0,Tuesday,False,1,2019,1,16,1,0,3.0368742168851663,Jan 2019
26082,2019-01-15 20:30:50,571365235126,fraud_Schoen Ltd,Kids_Pets,195.34,Barbara,Taylor,F,0069 Robin Brooks Apt. 695,Elberta,MI,49628.0,44.5995,-86.2141,372.0,"Exhibitions officer, museum/gallery",1995-07-12,7e14b9960ca37155a9f63b610d9c5909,1326659450.0,44.3056,-85.510937,0.0,49618.0,2019-01-15 20:30:50,2019-01,2019.0,Tuesday,False,1,2019,1,20,1,0,5.2798478502643755,Jan 2019
27011,2019-01-16 12:13:44,571365235126,fraud_Jacobi and Sons,Shopping_Pos,9.19,Barbara,Taylor,F,0069 Robin Brooks Apt. 695,Elberta,MI,49628.0,44.5995,-86.2141,372.0,"Exhibitions officer, museum/gallery",1995-07-12,c99af5cfc085cdea019bfd23dd97bcb0,1326716024.0,45.474282,-86.633256,0.0,46825.85207232303,2019-01-16 12:13:44,2019-01,2019.0,Wednesday,False,1,2019,1,12,2,0,2.321406847234633,Jan 2019
27193,2019-01-16 15:11:12,571365235126,fraud_Erdman-Schaden,Personal_Care,10.76,Barbara,Taylor,F,0069 Robin Brooks Apt. 695,Elberta,MI,49628.0,44.5995,-86.2141,372.0,"Exhibitions officer, museum/gallery",1995-07-12,e0aec8db86475cefbfac810b2897df6a,1326726672.0,43.676558,-87.08651,0.0,46825.85207232303,2019-01-16 15:11:12,2019-01,2019.0,Wednesday,False,1,2019,1,15,2,0,2.464703942470481,Jan 2019
27320,2019-01-16 17:14:54,571365235126,fraud_Renner Ltd,Home,33.91,Barbara,Taylor,F,0069 Robin Brooks Apt. 695,Elberta,MI,49628.0,44.5995,-86.2141,372.0,"Exhibitions officer, museum/gallery",1995-07-12,9840bb2945cf04ad9a9824a01e34e3a1,1326734094.0,44.054099,-86.16209,0.0,49410.0,2019-01-16 17:14:54,2019-01,2019.0,Wednesday,False,1,2019,1,17,2,0,3.5527733211169448,Jan 2019
